eem_id,cat_lev1,eem_name,uni_code_manual,lvl4_uni_code,,lvl4_uni_code alternative
1237,Advanced Metering Systems,Install advanced metering systems,D5010,D501002,SERVICE ENTRANCE EQUIPMENT,
1238,Advanced Metering Systems,Clean and/or repair,D5010,D501002,SERVICE ENTRANCE EQUIPMENT,
1239,Advanced Metering Systems,Implement training and/or documentation,D5010,D501002,SERVICE ENTRANCE EQUIPMENT,
1240,Advanced Metering Systems,"Upgrade operating protocols, calibration, and/or sequencing",D5010,D501002,SERVICE ENTRANCE EQUIPMENT,
1241,Advanced Metering Systems,Other,D5010,D501002,SERVICE ENTRANCE EQUIPMENT,
1242,Boiler Plant Improvements,Replace boiler,D3020,D302001,BOILERS,
1243,Boiler Plant Improvements,Replace burner,D3020,D302001,BOILERS,
1244,Boiler Plant Improvements,Decentralize boiler,D3020,D302001,BOILERS,
1245,Boiler Plant Improvements,Insulate boiler room,D3020,D302001,BOILERS,
1246,Boiler Plant Improvements,Add energy recovery,D3020,D302001,BOILERS,
1247,Boiler Plant Improvements,Convert gas-fired unit to boiler loop,D3020,D302001,BOILERS,
1248,Boiler Plant Improvements,Convert system from steam to hot water,D3020,D302001,BOILERS,
1249,Boiler Plant Improvements,Clean and/or repair,D3020,D302001,BOILERS,
1250,Boiler Plant Improvements,Implement training and/or documentation,D3020,D302001,BOILERS,
1251,Boiler Plant Improvements,"Upgrade operating protocols, calibration, and/or sequencing",D3020,D302001,BOILERS,
1252,Boiler Plant Improvements,Convert to Cleaner Fuels,D3020,D302001,BOILERS,
1253,Boiler Plant Improvements,Other,D3020,D302001,BOILERS,
1254,Building Automation Systems/Energy Management Control Systems (EMCS),Add heat recovery,D3060,D306001,HVAC CONTROLS,
1255,Building Automation Systems/Energy Management Control Systems (EMCS),Add or upgrade BAS/EMS/EMCS,D3060,D306002,ELECTRONIC CONTROLS,
1256,Building Automation Systems/Energy Management Control Systems (EMCS),Add or upgrade controls,D3060,D306001,HVAC CONTROLS,D306002
1257,Building Automation Systems/Energy Management Control Systems (EMCS),Convert pneumatic controls to DDC,D3060,D306003,PNEUMATIC CONTROLS,D306002
1258,Building Automation Systems/Energy Management Control Systems (EMCS),"Upgrade operating protocols, calibration, and/or sequencing",D3060,D306090,OTHER CONTROLS INSTRUMENTATION,
1259,Building Automation Systems/Energy Management Control Systems (EMCS),Other,D3060,D306090,OTHER CONTROLS INSTRUMENTATION,
1260,Building Envelope Modifications,Air seal envelope,B2010,B201003,INSULATION & VAPOR RETARDER,B301003
1261,Building Envelope Modifications,Increase wall insulation,B2010,B201003,INSULATION & VAPOR RETARDER,
1262,Building Envelope Modifications,Insulate thermal bypasses,B2010,B201003,INSULATION & VAPOR RETARDER,
1263,Building Envelope Modifications,Increase ceiling insulation,C3030,C303090,OTHER CEILING & CEILING FINISHES,
1264,Building Envelope Modifications,Increase roof insulation,B3010,B301003,ROOF IINSULATION & FILL,
1265,Building Envelope Modifications,Insulate attic hatch / stair box,C3030,C303090,OTHER CEILING & CEILING FINISHES,
1266,Building Envelope Modifications,Add attic/knee wall insulation,B2010,B201003,INSULATION & VAPOR RETARDER,B301003
1267,Building Envelope Modifications,Install cool/green roof,B3010,B301003,ROOF IINSULATION & FILL,
1268,Building Envelope Modifications,Add shading devices,B2010,B201011,SUN CONTROL DEVICES,
1269,Building Envelope Modifications,Add window films,B2020,B202001,WINDOWS,
1270,Building Envelope Modifications,Install or replace solar screens,B2010,B201005,EXTERIOR LOUVERS & SCREENS,
1271,Building Envelope Modifications,Replace glazing,B2020,B202004,EXTERIOR GLAZING,
1272,Building Envelope Modifications,Replace windows,B2020,B202001,WINDOWS,
1273,Building Envelope Modifications,Increase floor insulation,B1010,B101090,OTHER FLOOR CONSTRUCTION,
1274,Building Envelope Modifications,Insulate foundation,A1010,A101090,OTHER STANDARD FOUNDATIONS,
1278,"Chilled Water, Hot Water, and Steam Distribution Systems",Add pipe insulation,D3040,D304090,OTHER DISTRIBUTION SYSTEMS,
1279,"Chilled Water, Hot Water, and Steam Distribution Systems",Repair and/or replace steam traps,D3040,D304002,STEAM DISTRIBUTION SYSTEMS,
1280,"Chilled Water, Hot Water, and Steam Distribution Systems","Retrofit and replace chiller plant pumping, piping, and controls",D3030,D303001,CHILLED WATER SYSTEMS,D304006
1281,"Chilled Water, Hot Water, and Steam Distribution Systems",Repair or replace existing condensate return systems or install new condensate return systems,D3040,D304002,STEAM DISTRIBUTION SYSTEMS,
1282,"Chilled Water, Hot Water, and Steam Distribution Systems",Add recirculating pumps,D3040,D304003,HOT WATER DISTRIBUTION SYSTEMS,D202003
1283,"Chilled Water, Hot Water, and Steam Distribution Systems",Replace or upgrade water heater,D2020,D202003,DOMESTIC WATER EQUIPMENT,D304003
1284,"Chilled Water, Hot Water, and Steam Distribution Systems",Add energy recovery,D3040,D304090,OTHER DISTRIBUTION SYSTEMS,
1285,"Chilled Water, Hot Water, and Steam Distribution Systems",Install solar hot water system,D2020,D202090,OTHER DOMESTIC WATER SUPPLY,D301005
1286,"Chilled Water, Hot Water, and Steam Distribution Systems",Separate SHW from heating,D3040,D304003,HOT WATER DISTRIBUTION SYSTEMS,
1287,"Chilled Water, Hot Water, and Steam Distribution Systems",Replace with higher efficiency pump,D3040,D304090,OTHER DISTRIBUTION SYSTEMS,
1288,"Chilled Water, Hot Water, and Steam Distribution Systems",Replace with variable speed pump,D3040,D304090,OTHER DISTRIBUTION SYSTEMS,
1289,"Chilled Water, Hot Water, and Steam Distribution Systems",Install or upgrade master venting,D3040,D304002,STEAM DISTRIBUTION SYSTEMS,
1290,"Chilled Water, Hot Water, and Steam Distribution Systems",Replace steam traps with orifice plates,D3040,D304002,STEAM DISTRIBUTION SYSTEMS,
1291,"Chilled Water, Hot Water, and Steam Distribution Systems",Install steam condensate heat recovery,D3040,D304002,STEAM DISTRIBUTION SYSTEMS,
1292,"Chilled Water, Hot Water, and Steam Distribution Systems",Clean and/or repair,D3040,D304090,OTHER DISTRIBUTION SYSTEMS,
1293,"Chilled Water, Hot Water, and Steam Distribution Systems",Implement training and/or documentation,D3040,D304090,OTHER DISTRIBUTION SYSTEMS,
1294,"Chilled Water, Hot Water, and Steam Distribution Systems","Upgrade operating protocols, calibration, and/or sequencing",D3040,D304090,OTHER DISTRIBUTION SYSTEMS,
1295,"Chilled Water, Hot Water, and Steam Distribution Systems",Other,D3040,D304090,OTHER DISTRIBUTION SYSTEMS,
1296,Chiller Plant Improvements,Add energy recovery,D3030,D303090,OTHER COOLING GENERATING SYSTEMS,
1297,Chiller Plant Improvements,Install VSD on electric centrifugal chillers,D3030,D303001,CHILLED WATER SYSTEMS,
1298,Chiller Plant Improvements,Replace chiller,D3030,D303001,CHILLED WATER SYSTEMS,
1299,Chiller Plant Improvements,Install gas cooling,D3030,D303090,OTHER COOLING GENERATING SYSTEMS,
1300,Chiller Plant Improvements,Add or repair economizer cycle,D3030,D303090,OTHER COOLING GENERATING SYSTEMS,
1301,Chiller Plant Improvements,Add or replace cooling tower,D3030,D303001,CHILLED WATER SYSTEMS,
1302,Chiller Plant Improvements,Clean and/or repair,D3030,D303090,OTHER COOLING GENERATING SYSTEMS,
1303,Chiller Plant Improvements,Implement training and/or documentation,D3030,D303090,OTHER COOLING GENERATING SYSTEMS,
1304,Chiller Plant Improvements,"Upgrade operating protocols, calibration, and/or sequencing",D3030,D303090,OTHER COOLING GENERATING SYSTEMS,
1305,Chiller Plant Improvements,Other,D3030,D303090,OTHER COOLING GENERATING SYSTEMS,
1306,"Conveyance Systems (e.g., Elevators)",Add elevator regenerative drives,D1010,D101090,OTHER VERTICAL TRANSPORTATION EQUIPMENT,
1307,"Conveyance Systems (e.g., Elevators)",Upgrade controls,D1010,D101090,OTHER VERTICAL TRANSPORTATION EQUIPMENT,
1308,"Conveyance Systems (e.g., Elevators)",Upgrade motors,D1010,D101090,OTHER VERTICAL TRANSPORTATION EQUIPMENT,
1309,"Conveyance Systems (e.g., Elevators)",Clean and/or repair,D1010,D101090,OTHER VERTICAL TRANSPORTATION EQUIPMENT,
1310,"Conveyance Systems (e.g., Elevators)",Implement training and/or documentation,D1010,D101090,OTHER VERTICAL TRANSPORTATION EQUIPMENT,
1311,"Conveyance Systems (e.g., Elevators)","Upgrade operating protocols, calibration, and/or sequencing",D1010,D101090,OTHER VERTICAL TRANSPORTATION EQUIPMENT,
1312,"Conveyance Systems (e.g., Elevators)",Other,D1010,D101090,OTHER VERTICAL TRANSPORTATION EQUIPMENT,
1321,Distributed Generation,Install CHP/cogeneration systems,D3010,D301090,OTHER ENERGY SUPPLY,
1322,Distributed Generation,Install fuel cells,D3010,D301090,OTHER ENERGY SUPPLY,
1323,Distributed Generation,Install microturbines,D3010,D301006,WIND ENERGY SUPPLY SYSTEM,
1324,Distributed Generation,Convert fuels,D3010,D301090,OTHER ENERGY SUPPLY,
1325,Distributed Generation,Clean and/or repair,D3010,D301090,OTHER ENERGY SUPPLY,
1326,Distributed Generation,Implement training and/or documentation,D3010,D301090,OTHER ENERGY SUPPLY,
1327,Distributed Generation,"Upgrade operating protocols, calibration, and/or sequencing",D3010,D301090,OTHER ENERGY SUPPLY,
1328,Distributed Generation,Other,D3010,D301090,OTHER ENERGY SUPPLY,
1329,Electrical Peak Shaving/Load Shifting,Install thermal energy storage,D3090,D309090,OTHER SPECIAL MECHANICAL SYSTEMS,
1330,Electrical Peak Shaving/Load Shifting,Implement training and/or documentation,G4010,G401003,"SWITCHES, CONTROLS & DEVICES",
1331,Electrical Peak Shaving/Load Shifting,"Upgrade operating protocols, calibration, and/or sequencing",G4010,G401003,"SWITCHES, CONTROLS & DEVICES",
1332,Electrical Peak Shaving/Load Shifting,Other,G4010,G401003,"SWITCHES, CONTROLS & DEVICES",
1333,Energy Cost Reduction Through Rate Adjustments,Change to more favorable rate schedule,D5010,D501090,OTHER SERVICE AND DISTRIBUTION,
1334,Energy Cost Reduction Through Rate Adjustments,Energy cost reduction through rate adjustments - uncategorized,D5010,D501090,OTHER SERVICE AND DISTRIBUTION,
1335,Energy Cost Reduction Through Rate Adjustments,Energy service billing and meter auditing recommendations,D5010,D501090,OTHER SERVICE AND DISTRIBUTION,
1336,Energy Cost Reduction Through Rate Adjustments,Change to lower energy cost supplier(s),D5010,D501090,OTHER SERVICE AND DISTRIBUTION,
1337,Energy Cost Reduction Through Rate Adjustments,Other,D5010,D501090,OTHER SERVICE AND DISTRIBUTION,
1338,Energy/Utility Distribution Systems,Implement power factor corrections,G4010,G401090,OTHER ELECTRIC TRANSMISSION & DISTRIBUTION,
1339,Energy/Utility Distribution Systems,Implement power quality upgrades,G4010,G401090,OTHER ELECTRIC TRANSMISSION & DISTRIBUTION,
1340,Energy/Utility Distribution Systems,Upgrade transformers,G4010,G401002,TRANSFORMERS,D501001
1341,Energy/Utility Distribution Systems,Install gas distribution systems,G3060,G306006,GAS DISTRIBUTION PIPING (NATURAL AND PROPANE),G306009
1342,Energy/Utility Distribution Systems,Clean and/or repair,G4010,G401090,OTHER ELECTRIC TRANSMISSION & DISTRIBUTION,
1343,Energy/Utility Distribution Systems,Implement training and/or documentation,G4010,G401090,OTHER ELECTRIC TRANSMISSION & DISTRIBUTION,
1344,Energy/Utility Distribution Systems,"Upgrade operating protocols, calibration, and/or sequencing",G4010,G401003,"SWITCHES, CONTROLS & DEVICES",
1345,Energy/Utility Distribution Systems,Other,G4010,G401090,OTHER ELECTRIC TRANSMISSION & DISTRIBUTION,G306090
1353,Lighting Improvements,Retrofit with CFLs,D5020,D502002,LIGHTING EQUIPMENT,
1354,Lighting Improvements,Retrofit with T-5,D5020,D502002,LIGHTING EQUIPMENT,
1355,Lighting Improvements,Retrofit with T-8,D5020,D502002,LIGHTING EQUIPMENT,
1356,Lighting Improvements,Install spectrally enhanced lighting,D5020,D502002,LIGHTING EQUIPMENT,
1357,Lighting Improvements,Retrofit with fiber optic lighting technologies,D5020,D502002,LIGHTING EQUIPMENT,
1358,Lighting Improvements,Retrofit with light emitting diode technologies,D5020,D502002,LIGHTING EQUIPMENT,
1359,Lighting Improvements,Add daylight controls,D5020,D502090,OTHER LIGHTING AND BRANCH WIRING,
1360,Lighting Improvements,Add occupancy sensors,D5020,D502090,OTHER LIGHTING AND BRANCH WIRING,
1361,Lighting Improvements,Install photocell control,D5020,D502090,OTHER LIGHTING AND BRANCH WIRING,
1362,Lighting Improvements,Install timers,D5020,D502090,OTHER LIGHTING AND BRANCH WIRING,
1363,Lighting Improvements,Replace diffusers,D5020,D502090,OTHER LIGHTING AND BRANCH WIRING,
1364,Lighting Improvements,Upgrade exit signs to LED,D5020,D502090,OTHER LIGHTING AND BRANCH WIRING,
1365,Lighting Improvements,Upgrade exterior lighting,G4020,G402001,EXTERIOR LIGHTING FIXTURES & CONTROLS,
1366,Lighting Improvements,Clean and/or repair,D5020,D502090,OTHER LIGHTING AND BRANCH WIRING,
1367,Lighting Improvements,Implement training and/or documentation,D5020,D502090,OTHER LIGHTING AND BRANCH WIRING,
1368,Lighting Improvements,"Upgrade operating protocols, calibration, and/or sequencing",D5020,D502090,OTHER LIGHTING AND BRANCH WIRING,
1369,Lighting Improvements,Other,D5020,D502090,OTHER LIGHTING AND BRANCH WIRING,
1370,Electric Motors and Drives Other than Those for Conveyance Systems,Add drive controls,D5010,D501006,MOTOR CONTROL CENTERS,
1371,Electric Motors and Drives Other than Those for Conveyance Systems,Replace with higher efficiency,D5010,D501006,MOTOR CONTROL CENTERS,
1372,Electric Motors and Drives Other than Those for Conveyance Systems,Add VSD motor controller,D5010,D501006,MOTOR CONTROL CENTERS,
1373,Electric Motors and Drives Other than Those for Conveyance Systems,Clean and/or repair,D5010,D501006,MOTOR CONTROL CENTERS,
1374,Electric Motors and Drives Other than Those for Conveyance Systems,Implement training and/or documentation,D5010,D501006,MOTOR CONTROL CENTERS,
1375,Electric Motors and Drives Other than Those for Conveyance Systems,"Upgrade operating protocols, calibration, and/or sequencing",D5010,D501006,MOTOR CONTROL CENTERS,
1376,Electric Motors and Drives Other than Those for Conveyance Systems,Other,D5010,D501006,MOTOR CONTROL CENTERS,
1377,"Heating, Ventilating, and Air Conditioning",Replace or modify AHU,D3040,D304008,AIR HANDLING UNITS,
1378,"Heating, Ventilating, and Air Conditioning",Improve distribution fans,D3040,D304001,"AIR DISTRIBUTION, HEATING & COOLING",
1379,"Heating, Ventilating, and Air Conditioning",Improve ventilation fans,D3040,D304001,"AIR DISTRIBUTION, HEATING & COOLING",
1380,"Heating, Ventilating, and Air Conditioning",Convert CV system to VAV system,D3040,D304008,AIR HANDLING UNITS,D305006
1381,"Heating, Ventilating, and Air Conditioning",Repair leaks / seal ducts,D3040,D304090,OTHER DISTRIBUTION SYSTEMS,
1382,"Heating, Ventilating, and Air Conditioning",Add duct insulation,D3040,D304090,OTHER DISTRIBUTION SYSTEMS,
1383,"Heating, Ventilating, and Air Conditioning",Balance ventilation/distribution system,D3040,D304090,OTHER DISTRIBUTION SYSTEMS,
1384,"Heating, Ventilating, and Air Conditioning",Repair or replace HVAC damper and controller,D3040,D304001,"AIR DISTRIBUTION, HEATING & COOLING",
1385,"Heating, Ventilating, and Air Conditioning",Replace burner,D3020,D302090,OTHER HEAT GENERATING SYSTEMS,
1386,"Heating, Ventilating, and Air Conditioning",Replace package units,D3050,D305006,PACKAGE UNITS,
1387,"Heating, Ventilating, and Air Conditioning",Replace packaged terminal units,D3050,D305006,PACKAGE UNITS,
1388,"Heating, Ventilating, and Air Conditioning",Install passive solar heating,D3020,D302090,OTHER HEAT GENERATING SYSTEMS,D301005
1389,"Heating, Ventilating, and Air Conditioning",Replace AC and heating units with ground coupled heat pump systems,D3030,D303002,DIRECT EXPANSION SYSTEMS,D302090
1390,"Heating, Ventilating, and Air Conditioning",Add enhanced dehumidification,D3040,D304001,"AIR DISTRIBUTION, HEATING & COOLING",
1391,"Heating, Ventilating, and Air Conditioning",Install solar ventilation preheating system,D3090,D309090,OTHER SPECIAL MECHANICAL SYSTEMS,D301005
1392,"Heating, Ventilating, and Air Conditioning",Add or repair economizer,D3090,D309090,OTHER SPECIAL MECHANICAL SYSTEMS,
1393,"Heating, Ventilating, and Air Conditioning",Add energy recovery,D3090,D309090,OTHER SPECIAL MECHANICAL SYSTEMS,
1394,"Heating, Ventilating, and Air Conditioning",Add or replace cooling tower,D3030,D303001,CHILLED WATER SYSTEMS,
1395,"Heating, Ventilating, and Air Conditioning",Install thermal destratification fans,D3040,D304001,"AIR DISTRIBUTION, HEATING & COOLING",
1396,"Heating, Ventilating, and Air Conditioning",Install demand control ventilation,D3060,D304001,"AIR DISTRIBUTION, HEATING & COOLING",D306001
1397,"Heating, Ventilating, and Air Conditioning",Install gas cooling,D3030,D303090,OTHER COOLING GENERATING SYSTEMS,
1398,"Heating, Ventilating, and Air Conditioning",Install air source heat pump,D3050,D305006,PACKAGE UNITS,
1399,"Heating, Ventilating, and Air Conditioning",Install variable refrigerant flow system,D3030,D303090,OTHER COOLING GENERATING SYSTEMS,D302090
1400,"Heating, Ventilating, and Air Conditioning",Capture and return condensate,D3030,D303090,OTHER COOLING GENERATING SYSTEMS,
1401,"Heating, Ventilating, and Air Conditioning",Install or Upgrade Master Venting,D3040,D304001,"AIR DISTRIBUTION, HEATING & COOLING",
1420,Refrigeration,Replace ice/refrigeration equipment with high efficiency units,D3090,D309002,REFRIGERATION SYSTEMS,
1421,Refrigeration,Replace air-cooled ice/refrigeration equipment,D3090,D309002,REFRIGERATION SYSTEMS,
1422,Refrigeration,Replace refrigerators,D3090,D309002,REFRIGERATION SYSTEMS,
1423,Refrigeration,Clean and/or repair,D3090,D309002,REFRIGERATION SYSTEMS,
1424,Refrigeration,Implement training and/or documentation,D3090,D309002,REFRIGERATION SYSTEMS,
1425,Refrigeration,"Upgrade operating protocols, calibration, and/or sequencing",D3090,D309002,REFRIGERATION SYSTEMS,
1426,Refrigeration,Other,D3090,D309002,REFRIGERATION SYSTEMS,
1427,Renewable Energy Systems,"Install landfill gas, wastewater treatment plant digester gas, or coal bed methane power plant",D3010,D301090,OTHER ENERGY SUPPLY,
1428,Renewable Energy Systems,Install photovoltaic system,D3010,D301005,SOLAR ENERGY SUPPLY SYSTEMS,
1429,Renewable Energy Systems,Install wind energy system,D3010,D301006,WIND ENERGY SUPPLY SYSTEM,
1430,Renewable Energy Systems,Install wood waste or other organic waste stream heating or power plant,D3010,D301090,OTHER ENERGY SUPPLY,
1431,Renewable Energy Systems,Clean and/or repair,D3010,D301090,OTHER ENERGY SUPPLY,
1432,Renewable Energy Systems,Implement training and/or documentation,D3010,D301090,OTHER ENERGY SUPPLY,
1433,Renewable Energy Systems,"Upgrade operating protocols, calibration, and/or sequencing",D3010,D301090,OTHER ENERGY SUPPLY,
1434,Renewable Energy Systems,Other,D3010,D301090,OTHER ENERGY SUPPLY,
1435,Service hot water (SHW) and domestic hot water (DHW) systems,Decrease SHW temperature,D2020 ,D202090,OTHER DOMESTIC WATER SUPPLY,D304003
1436,Service hot water (SHW) and domestic hot water (DHW) systems,Install SHW controls,D2020 ,D202090,OTHER DOMESTIC WATER SUPPLY,D304003
1437,Service hot water (SHW) and domestic hot water (DHW) systems,Install solar thermal SHW,D2020 ,D202090,OTHER DOMESTIC WATER SUPPLY,D304003
1438,Service hot water (SHW) and domestic hot water (DHW) systems,Install water pressure booster,D2020 ,D202005,SPECIALTIES,D304003
1439,Service hot water (SHW) and domestic hot water (DHW) systems,Insulate SHW piping,D2020 ,D202001,PIPES & FITTINGS,D304003
1440,Service hot water (SHW) and domestic hot water (DHW) systems,Insulate SHW tank,D2020 ,D202003,DOMESTIC WATER EQUIPMENT,D304003
1441,Service hot water (SHW) and domestic hot water (DHW) systems,Replace piping,D2020 ,D202001,PIPES & FITTINGS,D304003
1442,Service hot water (SHW) and domestic hot water (DHW) systems,Replace tankless coil,D2020 ,D202003,DOMESTIC WATER EQUIPMENT,D304003
1443,Service hot water (SHW) and domestic hot water (DHW) systems,Separate SHW from heating,D2020 ,D202003,DOMESTIC WATER EQUIPMENT,D304003
1444,Service hot water (SHW) and domestic hot water (DHW) systems,Upgrade SHW boiler,D2020 ,D202003,DOMESTIC WATER EQUIPMENT,D304003
1445,Service hot water (SHW) and domestic hot water (DHW) systems,Install heat pump SHW system,D2020 ,D202003,DOMESTIC WATER EQUIPMENT,D304003
1446,Service hot water (SHW) and domestic hot water (DHW) systems,Install tankless water heaters,D2020 ,D202003,DOMESTIC WATER EQUIPMENT,D304003
1447,Service hot water (SHW) and domestic hot water (DHW) systems,Clean and/or repair,D2020 ,D202090,OTHER DOMESTIC WATER SUPPLY,
1448,Service hot water (SHW) and domestic hot water (DHW) systems,Implement training and/or documentation,D2020 ,D202090,OTHER DOMESTIC WATER SUPPLY,
1449,Service hot water (SHW) and domestic hot water (DHW) systems,"Upgrade operating protocols, calibration, and/or sequencing",D2020 ,D202090,OTHER DOMESTIC WATER SUPPLY,
1450,Service hot water (SHW) and domestic hot water (DHW) systems,Other,D2020 ,D202090,OTHER DOMESTIC WATER SUPPLY,
1452,Water and Sewer Conservation Systems,Install low-flow faucets and showerheads,D2010,D201001,WATERCLOSETS,D201005
1453,Water and Sewer Conservation Systems,Install low-flow plumbing equipment,D2020,D202005,SPECIALTIES,D209001
1454,Water and Sewer Conservation Systems,Install onsite sewer treatment systems,G3020,G302004,PACKAGED SANITARY SEWER TREATMENT PLANTS,D203004
1455,Water and Sewer Conservation Systems,Implement water efficient irrigation,G2050,G205007,IRRIGATION SYSTEMS,
1459,Water and Sewer Conservation Systems,Other,G3010,G302090,OTHER SANITARY SEWER,G301090
